tier,-27.0,-26.0,-25.0,-24.0,-23.0,-22.0,-21.0,-20.0,-19.0,-18.0,-17.0,-16.0,-15.0,-14.0,-13.0,-12.0,-11.0,-10.0,-9.0,-8.0,-7.0,-6.0,-5.0,-4.0,-3.0,-2.0,-1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0
IRON,0.0909090909090909,0.0,0.0833333333333333,0.1111111111111111,0.15625,0.119047619047619,0.0545454545454545,0.0985915492957746,0.064516129032258,0.0606060606060606,0.064516129032258,0.1056338028169014,0.0779220779220779,0.0485436893203883,0.1042654028436018,0.1111111111111111,0.1054421768707483,0.1744186046511628,0.1922141119221411,0.1963048498845265,0.205761316872428,0.2606473594548552,0.293015332197615,0.3349616189811584,0.369281045751634,0.3849765258215962,0.4481830417227456,0.5014450867052023,0.5,0.5933908045977011,0.6355421686746988,0.6944444444444444,0.7152428810720268,0.7286689419795221,0.7928286852589641,0.7949790794979079,0.8486842105263158,0.8626943005181347,0.9058823529411764,0.9106529209621992,0.9157088122605364,0.9563492063492064,0.9428571428571428,0.9715909090909092,0.9645390070921984,0.968503937007874,0.9651162790697676,0.921875,0.9824561403508772,0.9743589743589745,0.9772727272727272,1.0,0.9565217391304348,0.92,1.0
BRONZE,0.0,,0.0526315789473684,0.0476190476190476,0.0,0.0232558139534883,0.0222222222222222,0.0377358490566037,0.054054054054054,0.0421052631578947,0.0802919708029197,0.0493827160493827,0.0718954248366013,0.0843373493975903,0.0861244019138756,0.0839160839160839,0.1472602739726027,0.1693989071038251,0.1825,0.1733021077283372,0.2257425742574257,0.2259887005649717,0.3027681660899654,0.3278955954323002,0.3955555555555555,0.4408759124087591,0.4776536312849162,0.5288831835686778,0.5955983493810179,0.6090775988286969,0.6617862371888726,0.6841294298921418,0.7026194144838213,0.7871621621621622,0.7640449438202247,0.7842003853564548,0.8130630630630631,0.8380952380952381,0.8208092485549133,0.8557692307692307,0.8904593639575972,0.8716814159292036,0.895,0.8741721854304636,0.9426229508196722,0.9572649572649572,0.9361702127659576,0.9571428571428572,0.96,0.8444444444444444,0.9722222222222222,0.9545454545454546,1.0,0.8823529411764706,
SILVER,0.1,,0.05,0.0,0.0,0.0,0.0363636363636363,0.0350877192982456,0.0833333333333333,0.0673076923076923,0.0625,0.078125,0.0745341614906832,0.1153846153846153,0.1139240506329113,0.1182795698924731,0.1144578313253012,0.1462140992167102,0.1715686274509804,0.1676190476190476,0.2485207100591716,0.2242314647377938,0.282793867120954,0.3573573573573573,0.3472429210134128,0.425,0.4612188365650969,0.5058214747736093,0.5618131868131868,0.5890227576974565,0.6638297872340425,0.6884057971014492,0.718801996672213,0.7219512195121951,0.7435387673956262,0.8015564202334631,0.8386363636363636,0.8733850129198967,0.8858024691358025,0.8485915492957746,0.9031007751937984,0.9074074074074074,0.9333333333333332,0.910828025477707,0.916083916083916,0.8969072164948454,0.951219512195122,1.0,0.9814814814814816,1.0,0.9333333333333332,1.0,1.0,1.0,
GOLD,,,,0.0,0.0,0.037037037037037,0.0,0.0555555555555555,0.0481927710843373,0.0389610389610389,0.0520833333333333,0.0578512396694214,0.0751445086705202,0.1052631578947368,0.111587982832618,0.1229508196721311,0.1045751633986928,0.148876404494382,0.1674641148325359,0.1844444444444444,0.2208835341365461,0.2623574144486692,0.2767710049423393,0.2987421383647798,0.3759071117561683,0.3873343151693667,0.4878048780487805,0.5151098901098901,0.5314787701317716,0.5994397759103641,0.6570188133140377,0.6458635703918723,0.7445742904841403,0.7598499061913696,0.7932203389830509,0.8087649402390438,0.8372641509433962,0.8467336683417085,0.8579387186629527,0.8951310861423221,0.9224489795918368,0.915929203539823,0.9505494505494504,0.9125,0.91869918699187,0.9285714285714286,0.948051948051948,0.9454545454545454,0.9375,0.96875,0.972972972972973,0.9473684210526316,1.0,,
PLATINUM,,0.0,0.0,0.0,0.0,0.0,0.0238095238095238,0.015625,0.064516129032258,0.101010101010101,0.1063829787234042,0.0327868852459016,0.048780487804878,0.0954773869346733,0.0826771653543307,0.0827067669172932,0.1118421052631579,0.1538461538461538,0.1691176470588235,0.2170212765957447,0.2293762575452716,0.2590579710144927,0.2783505154639175,0.3102409638554217,0.3746268656716418,0.4050632911392405,0.4327666151468315,0.5037369207772795,0.548431105047749,0.5962099125364432,0.6402535657686212,0.6502384737678856,0.7061769616026711,0.7696526508226691,0.7677902621722846,0.810752688172043,0.8705583756345178,0.8636363636363636,0.886435331230284,0.9057971014492754,0.9543568464730292,0.9368932038834952,0.9176470588235294,0.9148936170212766,0.9278350515463918,0.951219512195122,0.9821428571428572,0.9682539682539684,0.9787234042553192,0.967741935483871,1.0,0.9333333333333332,,1.0,
EMERALD,,,,0.0,0.0526315789473684,0.04,0.0227272727272727,0.05,0.0333333333333333,0.0652173913043478,0.0833333333333333,0.0575539568345323,0.0445859872611464,0.0670391061452514,0.0610328638497652,0.0807692307692307,0.0961538461538461,0.1572700296735905,0.1805555555555555,0.1784897025171624,0.217564870259481,0.2244165170556553,0.299837925445705,0.3243243243243243,0.3449367088607595,0.4135021097046413,0.424483306836248,0.4637037037037037,0.5140449438202247,0.5921450151057401,0.6173020527859238,0.6595744680851063,0.6682692307692307,0.7505154639175258,0.79957805907173,0.7396963123644251,0.8315789473684211,0.8558823529411764,0.912280701754386,0.890625,0.8884297520661157,0.9543147208121828,0.9411764705882352,0.9153846153846154,0.940677966101695,0.9814814814814816,0.9344262295081968,0.9642857142857144,0.9534883720930232,0.9722222222222222,0.95,1.0,,,
DIAMOND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227272727272727,0.0344827586206896,0.0337078651685393,0.0576923076923076,0.0648148148148148,0.0948905109489051,0.0454545454545454,0.0714285714285714,0.0751173708920187,0.1068702290076335,0.1254125412541254,0.1747851002865329,0.1790281329923273,0.1962421711899791,0.2164328657314629,0.2365145228215767,0.3185185185185185,0.3485617597292724,0.3824884792626728,0.4470198675496689,0.4907975460122699,0.5160771704180064,0.5601851851851852,0.6580547112462006,0.6444444444444445,0.7554347826086957,0.7504798464491362,0.8234086242299795,0.8134831460674158,0.803030303030303,0.8337801608579088,0.8825396825396825,0.9,0.8983050847457628,0.9251336898395722,0.9620253164556962,0.9553571428571428,0.96,0.9605263157894736,0.9423076923076924,0.9782608695652174,1.0,0.9166666666666666,1.0,,,1.0,
MASTER,,,,,0.0,0.0,0.032258064516129,0.027027027027027,0.0465116279069767,0.0289855072463768,0.0588235294117647,0.0833333333333333,0.0847457627118644,0.0610687022900763,0.0869565217391304,0.0966183574879227,0.0952380952380952,0.1444866920152091,0.1414141414141414,0.175438596491228,0.1522309711286089,0.2208436724565756,0.2489177489177489,0.2881002087682672,0.4056224899598393,0.3712121212121212,0.4525547445255474,0.4847908745247148,0.519774011299435,0.5347091932457786,0.6647619047619048,0.6724470134874759,0.760914760914761,0.7588495575221239,0.8287671232876712,0.8207070707070707,0.8487394957983193,0.8746081504702194,0.8771929824561403,0.8952380952380953,0.9072164948453608,0.9254658385093169,0.9782608695652174,0.9663865546218487,0.967741935483871,0.9264705882352942,0.9814814814814816,1.0,1.0,0.9375,1.0,1.0,0.9375,,
GRANDMASTER,,,,0.0,,0.0,0.0769230769230769,0.0,0.074074074074074,0.0,0.025,0.0363636363636363,0.0307692307692307,0.0579710144927536,0.0379746835443038,0.0598290598290598,0.0620155038759689,0.1075949367088607,0.1546391752577319,0.1635514018691588,0.2017167381974249,0.231060606060606,0.2737226277372263,0.3267326732673267,0.3605442176870748,0.4050632911392405,0.4661016949152542,0.526984126984127,0.5260273972602739,0.6132596685082873,0.7068403908794788,0.6753246753246753,0.7387096774193549,0.7378640776699029,0.8178137651821862,0.8188405797101449,0.8502024291497976,0.844559585492228,0.8354430379746836,0.8880597014925373,0.8796296296296297,0.9285714285714286,0.9054054054054054,0.9565217391304348,0.9444444444444444,0.8461538461538461,0.9655172413793104,0.9444444444444444,0.8888888888888888,1.0,1.0,,,,
CHALLENGER,,,,,,0.0,0.0,0.0588235294117647,0.0526315789473684,0.0384615384615384,0.03125,0.0444444444444444,0.0655737704918032,0.1071428571428571,0.0410958904109589,0.0909090909090909,0.1212121212121212,0.1297709923664122,0.1286549707602339,0.135678391959799,0.1875,0.2103004291845493,0.2537878787878788,0.3152173913043478,0.4027777777777778,0.3969230769230769,0.4938650306748466,0.5615615615615616,0.5375722543352601,0.5784313725490197,0.6621621621621622,0.6710526315789473,0.7077464788732394,0.7429577464788732,0.8267716535433071,0.8185654008438819,0.8508771929824561,0.8571428571428571,0.8846153846153846,0.8787878787878788,0.9072164948453608,0.9411764705882352,0.958904109589041,0.9516129032258064,0.8888888888888888,0.84375,0.896551724137931,1.0,0.9583333333333334,,0.8181818181818182,,,,
